"class","survived","sex","age","silbings","parents","embarked","body"
2,0,male,14.0,0,0,S,
2,1,female,50.0,0,0,S,
2,0,male,23.0,0,0,S,
2,1,female,28.0,0,0,S,
2,1,female,27.0,0,0,S,
2,0,male,29.0,1,0,S,
2,0,female,27.0,1,0,S,
2,0,male,40.0,0,0,S,
2,1,female,31.0,0,0,S,
2,0,male,30.0,1,0,S,
2,0,male,23.0,1,0,S,
2,1,female,31.0,0,0,S,
2,1,female,12.0,0,0,S,
2,1,female,40.0,0,0,S,
2,1,female,32.0,0,0,S,
2,0,male,27.0,1,0,S,293
2,1,female,29.0,1,0,S,
2,1,male,2.0,1,1,S,
2,1,female,4.0,1,1,S,
2,1,female,29.0,0,2,S,
2,1,female,1.0,1,2,S,
2,1,female,5.0,1,2,S,
2,0,male,36.0,1,2,S,
2,1,female,33.0,1,2,S,
2,0,male,66.0,0,0,S,
2,1,male,31.0,0,0,S,
2,1,female,26.0,0,0,S,
2,0,female,24.0,0,0,S,
3,0,male,42.0,0,0,S,
3,0,male,13.0,0,2,S,
3,0,male,16.0,1,1,S,190
3,1,female,35.0,1,1,S,
3,1,female,16.0,0,0,S,
3,1,male,25.0,0,0,S,
3,1,male,20.0,0,0,S,
3,1,female,18.0,0,0,C,
3,0,male,30.0,0,0,S,72
3,0,male,26.0,0,0,S,103
3,0,female,40.0,1,0,S,
3,1,male,1.0,0,1,S,
3,1,female,18.0,0,1,S,
3,1,male,26.0,0,0,C,
3,0,male,26.0,0,0,S,
3,0,male,20.0,0,0,S,
3,0,male,24.0,0,0,S,
3,0,male,25.0,0,0,S,79
3,0,male,35.0,0,0,S,
3,0,male,18.0,0,0,S,259
3,0,male,32.0,0,0,S,260
3,1,female,19.0,1,0,S,
3,0,male,4.0,4,2,S,
3,0,female,6.0,4,2,S,
3,0,female,2.0,4,2,S,
3,1,female,17.0,4,2,S,
3,0,female,38.0,4,2,S,
3,0,female,9.0,4,2,S,
3,0,female,11.0,4,2,S,
3,0,male,39.0,1,5,S,
3,1,male,27.0,0,0,S,
3,0,male,26.0,0,0,S,
3,0,female,39.0,1,5,S,
3,0,male,20.0,0,0,S,
3,0,male,26.0,0,0,S,
3,0,male,25.0,1,0,S,
3,0,female,18.0,1,0,S,
3,0,male,24.0,0,0,S,
3,0,male,35.0,0,0,S,
3,0,male,5.0,4,2,S,
3,0,male,9.0,4,2,S,
3,1,male,3.0,4,2,S,
3,0,male,13.0,4,2,S,
3,1,female,5.0,4,2,S,
3,0,male,40.0,1,5,S,142
3,1,male,23.0,0,0,S,
3,1,female,38.0,1,5,S,
3,1,female,45.0,0,0,C,
3,0,male,21.0,0,0,C,
3,0,male,23.0,0,0,S,
3,0,female,17.0,0,0,C,
3,0,male,30.0,0,0,C,
3,0,male,23.0,0,0,S,
3,1,female,13.0,0,0,C,
3,0,male,20.0,0,0,C,
3,0,male,32.0,1,0,S,
3,1,female,33.0,3,0,S,
3,1,female,1.0,2,1,C,
3,1,female,1.0,2,1,C,
3,1,female,5.0,2,1,C,
3,1,female,24.0,0,3,C,
3,1,female,18.0,0,0,S,
3,0,male,40.0,0,0,C,
3,0,male,26.0,0,0,S,
3,1,male,20.0,0,0,C,
3,0,female,18.0,0,1,C,
3,0,female,45.0,0,1,C,
3,0,female,27.0,0,0,Q,
3,0,male,22.0,0,0,S,
3,0,male,19.0,0,0,S,
3,0,male,26.0,0,0,S,
3,0,male,22.0,0,0,S,
3,0,male,20.0,0,0,C,
3,1,male,32.0,0,0,S,
3,0,male,21.0,0,0,S,
3,0,male,18.0,0,0,S,
3,0,male,26.0,0,0,S,
3,0,male,6.0,1,1,C,
3,0,female,9.0,1,1,C,
3,0,male,40.0,1,1,Q,
3,0,female,32.0,1,1,Q,
3,0,male,21.0,0,0,S,
3,1,female,22.0,0,0,Q,
3,0,female,20.0,0,0,S,
3,0,male,29.0,1,0,S,
3,0,male,22.0,1,0,S,
3,0,male,22.0,0,0,S,
3,0,male,35.0,0,0,S,
3,0,female,18.0,0,0,Q,299
3,1,male,21.0,0,0,Q,
3,0,male,19.0,0,0,Q,
3,0,female,18.0,0,0,Q,
3,0,female,21.0,0,0,S,
3,0,female,30.0,0,0,S,
3,0,male,18.0,0,0,S,
3,0,male,38.0,0,0,S,
3,0,male,17.0,0,0,S,
3,0,male,17.0,0,0,S,
3,0,female,21.0,0,0,Q,
3,0,male,21.0,0,0,Q,
3,0,male,21.0,0,0,S,
3,0,male,28.0,0,0,S,
3,0,male,24.0,0,0,S,
3,1,female,16.0,0,0,Q,
3,0,female,37.0,0,0,Q,
3,0,male,28.0,0,0,S,
3,0,male,24.0,0,0,S,
3,0,male,21.0,0,0,Q,
3,1,male,32.0,0,0,S,
3,0,male,29.0,0,0,S,
3,0,male,26.0,1,0,C,
3,0,male,18.0,1,0,C,
3,0,male,20.0,0,0,S,
3,1,male,18.0,0,0,S,
3,0,male,24.0,0,0,Q,
3,0,male,36.0,0,0,S,
3,0,male,24.0,0,0,S,
3,0,male,31.0,0,0,Q,
3,0,male,31.0,0,0,Q,
3,1,female,22.0,0,0,Q,
3,0,female,30.0,0,0,Q,
3,0,male,70.0,0,0,Q,171
3,0,male,43.0,0,0,S,
3,0,male,35.0,0,0,S,
3,0,male,27.0,0,0,S,
3,0,male,19.0,0,0,S,
3,0,male,30.0,0,0,S,
3,1,male,9.0,1,1,S,
3,1,male,3.0,1,1,S,
3,1,female,36.0,0,2,S,
3,0,male,59.0,0,0,S,
3,0,male,19.0,0,0,S,
3,1,female,17.0,0,1,S,
3,0,male,44.0,0,1,S,
3,0,male,17.0,0,0,S,
3,0,male,22.0,0,0,C,9
3,1,male,45.0,0,0,S,
3,0,female,22.0,0,0,S,
3,0,male,19.0,0,0,S,
3,1,female,30.0,0,0,Q,
3,1,male,29.0,0,0,Q,
3,0,male,0.0,0,2,S,
3,0,male,34.0,1,1,S,197
3,0,female,28.0,1,1,S,
3,0,male,27.0,0,0,S,
3,0,male,25.0,0,0,S,
3,0,male,24.0,2,0,S,
3,0,male,22.0,0,0,S,
3,0,male,21.0,2,0,S,
3,0,male,17.0,2,0,S,
3,1,male,36.0,1,0,S,
3,1,female,36.0,1,0,S,
3,1,male,30.0,0,0,S,
3,0,male,16.0,0,0,S,
3,1,male,1.0,1,2,S,
3,1,female,0.0,1,2,S,
3,0,male,26.0,1,2,S,
3,1,female,33.0,1,2,S,
3,0,male,25.0,0,0,S,
3,0,male,22.0,0,0,S,
3,0,male,36.0,0,0,S,
3,1,female,19.0,0,0,Q,
3,0,male,17.0,0,0,S,
3,0,male,42.0,0,0,S,
3,0,male,43.0,0,0,S,
3,0,male,32.0,0,0,Q,
3,1,male,19.0,0,0,S,
3,1,female,30.0,0,0,S,
3,0,female,24.0,0,0,Q,
3,1,female,23.0,0,0,S,
3,0,male,33.0,0,0,C,51
3,0,male,65.0,0,0,Q,
3,1,male,24.0,0,0,S,
3,0,male,23.0,1,0,S,
3,1,female,22.0,1,0,S,
3,0,male,18.0,0,0,S,
3,0,male,16.0,0,0,S,
3,0,male,45.0,0,0,S,
3,0,male,39.0,0,2,C,
3,0,male,17.0,1,1,C,
3,0,male,15.0,1,1,C,
3,0,male,47.0,0,0,S,
3,1,female,5.0,0,0,S,
3,0,male,40.0,0,0,S,187
3,0,male,40.0,0,0,Q,68
3,0,male,18.0,0,0,S,
3,0,male,26.0,0,0,Q,
3,0,female,21.0,2,2,S,
3,0,female,9.0,2,2,S,
3,0,male,18.0,2,2,S,
3,0,male,16.0,1,3,S,
3,0,female,48.0,1,3,S,
3,0,male,25.0,0,0,Q,
3,0,male,22.0,0,0,S,47
3,1,female,16.0,0,0,Q,
3,1,male,9.0,0,2,S,
3,0,male,33.0,1,1,S,
3,0,male,41.0,0,0,S,
3,1,female,31.0,1,1,S,
3,0,male,38.0,0,0,S,
3,0,male,9.0,5,2,S,
3,0,male,1.0,5,2,S,
3,0,male,11.0,5,2,S,
3,0,female,10.0,5,2,S,
3,0,female,16.0,5,2,S,
3,0,male,14.0,5,2,S,
3,0,male,40.0,1,6,S,
3,0,female,43.0,1,6,S,
3,0,male,51.0,0,0,S,
3,0,male,32.0,0,0,S,
3,0,male,20.0,0,0,S,
3,0,male,37.0,2,0,S,98
3,0,male,28.0,2,0,S,
3,0,male,19.0,0,0,S,
3,0,female,24.0,0,0,S,
3,0,female,17.0,0,0,Q,
3,0,male,28.0,1,0,S,
3,1,female,24.0,1,0,S,
3,0,male,20.0,0,0,S,
3,0,male,24.0,0,0,C,188
3,0,male,41.0,2,0,S,
3,0,male,26.0,1,0,S,
3,0,male,21.0,0,0,S,69
3,1,female,45.0,1,0,S,
3,0,male,25.0,0,0,S,
3,0,male,11.0,0,0,C,
3,1,male,27.0,0,0,S,
3,0,female,18.0,0,0,Q,
3,1,female,26.0,0,0,S,
3,0,female,23.0,0,0,S,
3,1,female,22.0,0,0,S,
3,0,male,28.0,0,0,S,306
3,0,female,28.0,0,0,S,
3,1,female,2.0,0,1,S,
3,1,female,22.0,1,1,S,
3,0,male,43.0,0,0,S,
3,0,male,28.0,0,0,S,
3,1,female,27.0,0,0,S,
3,0,male,42.0,0,0,S,120
3,0,male,30.0,0,0,C,
3,0,female,27.0,1,0,S,
3,0,female,25.0,1,0,S,
3,1,male,29.0,0,0,C,
3,1,male,21.0,0,0,S,
3,0,male,20.0,0,0,S,
3,0,male,48.0,0,0,S,
3,0,male,17.0,1,0,S,
3,0,male,34.0,0,0,S,143
3,1,male,26.0,0,0,S,
3,0,male,22.0,0,0,S,156
3,0,male,33.0,0,0,S,285
3,0,male,31.0,0,0,S,
3,0,male,29.0,0,0,S,
3,1,male,4.0,1,1,S,
3,1,female,1.0,1,1,S,
3,0,male,49.0,0,0,S,
3,0,male,33.0,0,0,S,37
3,0,male,19.0,0,0,S,
3,1,female,27.0,0,2,S,
3,0,male,23.0,0,0,S,
3,1,male,32.0,0,0,S,
3,0,male,27.0,0,0,S,
3,0,female,20.0,1,0,S,
3,0,female,21.0,1,0,S,
3,1,male,32.0,0,0,S,
3,0,male,17.0,0,0,S,
3,0,male,21.0,0,0,S,
3,0,male,30.0,0,0,S,
3,1,male,21.0,0,0,S,
3,0,male,33.0,0,0,S,
3,0,male,22.0,0,0,S,
3,1,female,4.0,0,1,C,
3,1,male,39.0,0,1,C,
3,0,male,18.0,0,0,C,58
3,0,male,34.0,0,0,Q,70
3,0,male,44.0,0,0,S,
3,0,female,22.0,2,0,S,
3,0,male,26.0,2,0,S,
3,1,female,4.0,0,2,S,
3,1,male,29.0,3,1,S,
3,1,female,26.0,1,1,S,
3,0,female,1.0,1,1,S,
3,0,male,18.0,1,1,S,
3,0,female,36.0,0,2,S,
3,1,male,25.0,0,0,C,
3,0,female,37.0,0,0,S,
3,1,female,22.0,0,0,S,
3,1,male,26.0,0,0,S,
3,0,male,29.0,0,0,S,
3,0,male,29.0,0,0,S,
3,0,male,22.0,0,0,S,
3,1,male,22.0,0,0,C,
3,0,male,32.0,0,0,S,
3,0,male,34.0,0,0,C,196
3,0,male,36.0,0,0,S,
3,0,male,39.0,0,0,S,
3,0,male,24.0,0,0,S,
3,0,female,25.0,0,0,S,
3,0,female,45.0,0,0,S,
3,0,male,36.0,1,0,S,
3,0,female,30.0,1,0,S,
3,1,male,20.0,1,0,S,
3,0,male,28.0,0,0,S,
3,0,male,30.0,1,0,S,
3,0,female,26.0,1,0,S,
3,0,male,20.0,0,0,S,
3,1,male,27.0,0,0,S,
3,0,male,51.0,0,0,S,
3,1,female,23.0,0,0,S,
3,1,male,32.0,0,0,S,
3,1,male,24.0,0,0,S,
3,0,male,22.0,0,0,S,
3,0,male,29.0,0,0,S,
3,0,female,30.0,0,0,Q,61
3,0,male,35.0,0,0,C,
3,0,male,33.0,0,0,S,
3,1,female,15.0,0,0,Q,
3,0,female,35.0,0,0,Q,
3,0,male,24.0,1,0,S,
3,0,female,19.0,1,0,S,53
3,0,male,56.0,0,0,S,201
3,1,male,21.0,0,0,S,
3,0,male,24.0,0,0,S,
3,0,male,21.0,0,0,S,
3,0,male,28.0,0,0,S,
3,0,male,25.0,0,0,S,309
3,1,male,6.0,0,1,S,
3,1,female,27.0,0,1,S,
3,0,male,34.0,0,0,S,
3,1,female,24.0,0,0,Q,
3,0,male,18.0,0,0,S,
3,0,male,22.0,0,0,S,
3,1,female,15.0,0,0,C,
3,1,female,1.0,0,2,C,
3,1,male,20.0,1,1,C,
3,1,female,19.0,1,1,C,
3,0,male,33.0,0,0,S,
3,1,male,12.0,1,0,C,
3,1,female,14.0,1,0,C,
3,0,female,29.0,0,0,S,
3,0,male,28.0,0,0,S,
3,1,female,18.0,0,0,S,
3,1,female,26.0,0,0,S,
3,0,male,21.0,0,0,S,
3,0,male,41.0,0,0,S,
3,1,male,39.0,0,0,S,
3,0,male,21.0,0,0,S,
3,0,male,28.0,0,0,C,181
3,1,female,22.0,0,0,S,
3,0,male,61.0,0,0,S,
3,0,male,23.0,0,0,S,
3,1,female,22.0,0,0,S,
3,1,male,9.0,0,1,S,
3,0,male,28.0,0,0,S,173
3,0,male,42.0,0,1,S,
3,0,female,31.0,0,0,S,
3,0,male,28.0,0,0,S,
3,1,male,32.0,0,0,S,
3,0,male,20.0,0,0,S,89
3,0,female,23.0,0,0,S,
3,0,female,20.0,0,0,S,
3,0,male,20.0,0,0,S,
3,0,male,16.0,0,0,S,
3,1,female,31.0,0,0,S,
3,0,male,2.0,3,1,S,4
3,0,male,6.0,3,1,S,
3,0,female,3.0,3,1,S,
3,0,female,8.0,3,1,S,
3,0,female,29.0,0,4,S,206
3,0,male,1.0,4,1,S,
3,0,male,7.0,4,1,S,
3,0,male,2.0,4,1,S,
3,0,male,16.0,4,1,S,
3,0,male,14.0,4,1,S,
3,0,female,41.0,0,5,S,
3,0,male,21.0,0,0,S,
3,0,male,19.0,0,0,S,
3,0,male,32.0,0,0,S,
3,0,male,1.0,1,1,S,
3,0,female,3.0,1,1,S,
3,0,female,26.0,0,2,S,
3,0,male,21.0,0,0,S,
3,0,male,25.0,0,0,S,
3,0,male,22.0,0,0,S,
3,1,male,25.0,1,0,S,
3,0,male,24.0,0,0,S,
3,0,female,28.0,0,0,S,
3,0,male,19.0,0,0,S,
3,0,male,25.0,1,0,S,
3,0,female,18.0,0,0,S,
3,1,male,32.0,0,0,S,
3,0,male,17.0,0,0,S,
3,0,male,24.0,0,0,S,
3,0,male,38.0,0,0,S,
3,0,male,21.0,0,0,S,
3,0,male,10.0,4,1,Q,
3,0,male,4.0,4,1,Q,
3,0,male,7.0,4,1,Q,
3,0,male,2.0,4,1,Q,
3,0,male,8.0,4,1,Q,
3,0,female,39.0,0,5,Q,327
3,0,female,22.0,0,0,S,
3,0,male,35.0,0,0,S,
3,0,male,50.0,1,0,S,119
3,0,female,47.0,1,0,S,7
3,0,female,2.0,1,1,S,
3,0,male,18.0,1,1,S,
3,0,female,41.0,0,2,S,
3,0,male,50.0,0,0,S,
3,0,male,16.0,0,0,S,
3,0,male,25.0,0,0,C,
3,0,male,38.0,0,0,S,32
3,0,male,14.0,8,2,S,67
3,0,male,24.0,0,0,S,
3,1,female,21.0,0,0,S,
3,0,male,39.0,0,0,S,
3,1,female,1.0,1,1,S,
3,1,female,24.0,0,2,S,
3,1,female,4.0,1,1,S,
3,1,male,25.0,0,0,S,
3,0,male,20.0,0,0,S,
3,0,male,24.0,0,0,S,284
3,1,male,29.0,0,0,S,
3,0,male,22.0,0,0,C,
3,0,male,40.0,0,0,S,
3,0,male,21.0,0,0,S,
3,1,female,18.0,0,0,S,
3,0,male,4.0,3,2,S,
3,0,male,10.0,3,2,S,
3,0,female,9.0,3,2,S,
3,0,female,2.0,3,2,S,
3,0,male,40.0,1,4,S,
3,0,female,45.0,1,4,S,
3,0,male,19.0,0,0,S,
3,0,male,30.0,0,0,S,
3,0,male,32.0,0,0,S,
3,0,male,33.0,0,0,C,
3,1,female,23.0,0,0,S,
3,0,male,21.0,0,0,S,
3,0,male,60.0,0,0,S,261
3,0,male,19.0,0,0,S,
3,0,female,22.0,0,0,S,
3,1,male,31.0,0,0,S,
3,0,male,27.0,0,0,S,
3,0,female,2.0,0,1,S,
3,0,female,29.0,1,1,S,
3,1,male,16.0,0,0,S,
3,1,male,44.0,0,0,S,
3,0,male,25.0,0,0,S,
3,0,male,74.0,0,0,S,
3,1,male,14.0,0,0,S,
3,0,male,24.0,0,0,S,
3,1,male,25.0,0,0,S,
3,0,male,34.0,0,0,S,176
3,1,male,0.0,0,1,C,
3,1,female,16.0,1,1,C,
3,0,male,32.0,0,0,S,
3,0,male,30.0,0,0,S,50
3,0,male,44.0,0,0,S,
3,1,male,25.0,0,0,S,
3,1,male,7.0,1,1,C,
3,1,female,9.0,1,1,C,
3,1,female,29.0,0,2,C,
3,0,male,36.0,0,0,S,
3,1,female,18.0,0,0,S,
3,1,female,63.0,0,0,S,
3,0,male,12.0,1,1,S,1
3,0,male,40.0,0,2,S,255
3,0,female,10.0,0,2,S,
3,0,male,36.0,1,1,S,
3,0,female,30.0,1,1,S,
3,0,male,33.0,0,0,S,
3,0,male,28.0,0,0,S,
3,0,male,28.0,0,0,S,
3,0,male,47.0,0,0,S,
3,0,female,18.0,2,0,S,
3,0,male,31.0,3,0,S,
3,0,male,16.0,2,0,S,
3,0,female,31.0,1,0,S,
3,1,male,22.0,0,0,C,
3,0,male,20.0,0,0,S,
3,0,female,14.0,0,0,S,
3,0,male,22.0,0,0,S,
3,0,male,22.0,0,0,S,
3,0,male,32.0,0,0,S,298
3,1,female,38.0,0,0,C,
3,0,male,51.0,0,0,S,
3,0,male,18.0,1,0,S,314
3,0,male,21.0,1,0,S,
3,1,female,47.0,1,0,S,
3,0,male,28.0,0,0,S,14
3,0,male,21.0,0,0,S,
3,0,male,27.0,0,0,S,131
3,0,male,36.0,0,0,S,
3,0,male,27.0,1,0,C,
3,1,female,15.0,1,0,C,
3,0,male,46.0,0,0,C,312
3,0,female,14.0,1,0,C,328
3,0,male,26.0,0,0,C,304
3,0,male,27.0,0,0,C,
3,0,male,29.0,0,0,S,
